clean_symbol,token,name
MOMGF,757099,MOMGF
BELRISE,757102,BELRISE
EQUAL50,757142,EQUAL50
ODIGMA,27571,ODIGMA
JUBLINGREA,2783,JUBLINGREA
CHEMFAB,2799,CHEMFAB
RAYMOND,2859,RAYMOND
SANATHAN,28805,SANATHAN
ZUARI,29050,ZUARI
LAXMIDENTL,29171,LAXMIDENTL
STALLION,29204,STALLION
KALYANKJIL,2955,KALYANKJIL
AJAXENGG,29624,AJAXENGG
NAZARA,2987,NAZARA
GRN200INAV,29907,GRN200INAV
NIF100INAV,29956,NIF100INAV
SUVIDHAA,2998,SUVIDHAA
MOCAPITAL,30065,MOCAPITAL
SELECTIPO,30109,SELECTIPO
SBIN,3045,SBIN
SHREECEM,3103,SHREECEM
COMPUSOFT,31138,COMPUSOFT
VALIANTORG,330,VALIANTORG
SUPERSPIN,3357,SUPERSPIN
TATAELXSI,3411,TATAELXSI
TATASTEEL,3499,TATASTEEL
BBOX,3435,BBOX
TIL,3484,TIL
NAM-INDIA,357,NAM-INDIA
TNTELE,3512,TNTELE
MOKSH,3586,MOKSH
SOLARA,3672,SOLARA
GAYAHWS,3693,GAYAHWS
FINEORG,3744,FINEORG
WALCHANNAG,3736,WALCHANNAG
WSTCSTPAPR,3799,WSTCSTPAPR
BHARATFORG,422,BHARATFORG
JAYAGROGN,4041,JAYAGROGN
CUBEXTUB,4064,CUBEXTUB
SUNDRMBRAK,4179,SUNDRMBRAK
VISAKAIND,4221,VISAKAIND
DENORA,4279,DENORA
SHRIRAMFIN,4306,SHRIRAMFIN
DYNAMATECH,4525,DYNAMATECH
OSWALGREEN,471,OSWALGREEN
3MINDIA,474,3MINDIA
TCIFINANCE,4771,TCIFINANCE
BLUEDART,495,BLUEDART
IPL,4934,IPL
ICICIBANK,4963,ICICIBANK
SHEMAROO,5068,SHEMAROO
JAICORPLTD,5143,JAICORPLTD
BPCL,526,BPCL
ROLEXRINGS,5279,ROLEXRINGS
NUVOCO,5426,NUVOCO
JAIPURKURT,5516,JAIPURKURT
MONTECARLO,5938,MONTECARLO
CESC,628,CESC
DNAMEDIA,641,DNAMEDIA
HEALTHY,6297,HEALTHY
SAPPHIRE,6718,SAPPHIRE
DMCC,6973,DMCC
SHIVALIK,7016,SHIVALIK
SBIETFQLTY,7218,SBIETFQLTY
MAPMYINDIA,7227,MAPMYINDIA
SUPRIYA,7390,SUPRIYA
ALPHA,7412,ALPHA
COSMOFIRST,742,COSMOFIRST
TREJHARA,7518,TREJHARA
OSWALPUMPS,756802,OSWALPUMPS
GROWWSLVR,756827,GROWWSLVR
CRISIL,757,CRISIL
RAJOOENG,757049,RAJOOENG
MOPSE,757431,MOPSE
SCODATUBES,757478,SCODATUBES
CRIZAC,757850,CRIZAC
ANTHEM,757885,ANTHEM
EUROBOND,757953,EUROBOND
ELLEN,758563,ELLEN
SHREEJISPG,759448,SHREEJISPG
LASA,21713,LASA
CHOLAHLDNG,21740,CHOLAHLDNG
LIQUIDCASE,21750,LIQUIDCASE
IEX,220,IEX
INDTERRAIN,21957,INDTERRAIN
ITBETA,22488,ITBETA
GILT10BETA,22524,GILT10BETA
RPTECH,22670,RPTECH
LICNMID100,22722,LICNMID100
MRPL,2283,MRPL
JUNIPER,22824,JUNIPER
MTNL,2294,MTNL
PLATIND,22930,PLATIND
MURUDCERA,2313,MURUDCERA
MOSMALL250,23181,MOSMALL250
MOREALTY,23184,MOREALTY
CPSEETF,2328,CPSEETF
GODIGIT,23799,GODIGIT
SANDHAR,2397,SANDHAR
TOP100CASE,24081,TOP100CASE
SBISILVER,24366,SBISILVER
ABGSEC,24404,ABGSEC
OILCOUNTUB,2472,OILCOUNTUB
RPEL,24735,RPEL
GSEC10INAV,24850,GSEC10INAV
ORIENTHOT,2493,ORIENTHOT
GLOBALE,24932,GLOBALE
MFML,24937,MFML
SURAJLTD,24966,SURAJLTD
XTGLOBAL,25235,XTGLOBAL
GROWWLIQID,25447,GROWWLIQID
TRITURBINE,25584,TRITURBINE
MANBA,25597,MANBA
LICMFGOLD,25640,LICMFGOLD
OCCLLTD,25918,OCCLLTD
SEAMECLTD,2616,SEAMECLTD
POLYPLEX,2687,POLYPLEX
PRAJIND,2705,PRAJIND
NTPCGREEN,27176,NTPCGREEN
SAILIFE,27839,SAILIFE
VMM,27969,VMM
MAMATA,28687,MAMATA
SETL,29075,SETL
SURYODAY,2970,SURYODAY
BAJAJINDEF,29678,BAJAJINDEF
GOLD360,30105,GOLD360
SILVERCASE,30274,SILVERCASE
SPECTRUM,30455,SPECTRUM
SMALL2INAV,30573,SMALL2INAV
GRW150INAV,30574,GRW150INAV
SHREYANIND,3126,SHREYANIND
THOMASCOTT,31017,THOMASCOTT
DBSTOCKBRO,31107,DBSTOCKBRO
BAJFINANCE,317,BAJFINANCE
SIEMENS,3150,SIEMENS
SKFINDIA,3186,SKFINDIA
SUDARSCHEM,3327,SUDARSCHEM
TAINWALCHM,3396,TAINWALCHM
TMPV,3456,TMPV
TITAN,3506,TITAN
AXISHCETF,3608,AXISHCETF
WILLAMAGOR,3772,WILLAMAGOR
PREMIERPOL,3908,PREMIERPOL
BEML,395,BEML
BIOFILCHEM,4136,BIOFILCHEM
BHARATGEAR,426,BHARATGEAR
NEXT50IETF,4529,NEXT50IETF
GAIL,4717,GAIL
SKMEGGPROD,4732,SKMEGGPROD
ICEMAKE,489,ICEMAKE
KCPSUGIND,4809,KCPSUGIND
HINDCON,4920,HINDCON
SGIL,5114,SGIL
GMDCLTD,5204,GMDCLTD
CARTRADE,5407,CARTRADE
ACUTAAS,5578,ACUTAAS
J&KBANK,5633,J&KBANK
BSL,559,BSL
BSLSENETFG,5957,BSLSENETFG
CYBERTECH,6051,CYBERTECH
AIROLAM,6068,AIROLAM
GOODLUCK,6125,GOODLUCK
PANSARI,6141,PANSARI
CAMLINFINE,6216,CAMLINFINE
APOLSINHOT,6302,APOLSINHOT
LAMBODHARA,6407,LAMBODHARA
TECH,6462,TECH
STEELCAS,6803,STEELCAS
VISHNU,6908,VISHNU
CIPLA,694,CIPLA
STARHEALTH,7083,STARHEALTH
SHALBY,714,SHALBY
SETFNN50,7353,SETFNN50
HPAL,7376,HPAL
UNITEDPOLY,7560,UNITEDPOLY
CIFL,756015,CIFL
WAAREERTL,756038,WAAREERTL
ABLBL,756843,ABLBL
ENRIN,756871,ENRIN
PRIMO,756925,PRIMO
AONENIFTY,757096,AONENIFTY
MONEXT50,757167,MONEXT50
MOTOUR,757443,MOTOUR
BLUSPRING,757520,BLUSPRING
DIGITIDE,757515,DIGITIDE
SAMBHV,757767,SAMBHV
BELLACASA,757938,BELLACASA
SMARTWORKS,757965,SMARTWORKS
EFCIL,758675,EFCIL
REGAAL,758680,REGAAL
MEIL,758748,MEIL
STLNETWORK,758958,STLNETWORK
SAATVIKGL,759057,SAATVIKGL
EPACKPEB,759251,EPACKPEB
MONIFTY100,759371,MONIFTY100
WEWORK,759434,WEWORK
CANHLIFE,759477,CANHLIFE
FISCHER,757658,FISCHER
BRIGHOTEL,757794,BRIGHOTEL
MBEL,758150,MBEL
CPPLUS,758858,CPPLUS
SGMART,758889,SGMART
ELM250,758952,ELM250
GKENERGY,759048,GKENERGY
CRAMC,759311,CRAMC
MOMENTUM30,759488,MOMENTUM30
PIRAMALFIN,759551,PIRAMALFIN
LENSKART,759605,LENSKART
ADVENTHTL,759769,ADVENTHTL
CAPILLARY,759867,CAPILLARY
SUDEEPPHRM,760039,SUDEEPPHRM
AONESILVER,760193,AONESILVER
NEPHROPLUS,760346,NEPHROPLUS
PARKHOSPS,760351,PARKHOSPS
NEXT50ETF,760709,NEXT50ETF
CEINSYS,761037,CEINSYS
SBIMIDMOM,761095,SBIMIDMOM
CMPDI,761581,CMPDI
DABUR,772,DABUR
UNIINFO,7791,UNIINFO
NETF,7838,NETF
INOXWIND,7852,INOXWIND
AUTOBEES,7880,AUTOBEES
ZYDUSLIFE,7929,ZYDUSLIFE
AVANTIFEED,7936,AVANTIFEED
SAGARDEEP,8175,SAGARDEEP
SOFTTECH,8266,SOFTTECH
CALSOFT,8341,CALSOFT
MIDCAPETF,8413,MIDCAPETF
MID150BEES,8506,MID150BEES
SHAILY,8727,SHAILY
PNBGILTS,8736,PNBGILTS
PRIVISCL,8825,PRIVISCL
UMAEXPORTS,8842,UMAEXPORTS
TTML,8954,TTML
PNC,9342,PNC
SKIPPER,9428,SKIPPER
DELHIVERY,9599,DELHIVERY
PARADEEP,9741,PARADEEP
NEXTMEDIA,9867,NEXTMEDIA
NEOGEN,9917,NEOGEN
PAUSHAKLTD,759969,PAUSHAKLTD
GROWWCAPM,760051,GROWWCAPM
GAUDIUMIVF,760178,GAUDIUMIVF
WAKEFIT,760259,WAKEFIT
LEMERITE,760300,LEMERITE
AMAGI,760740,AMAGI
OMNI,760865,OMNI
GROWWHOSPI,760874,GROWWHOSPI
KWIL,760946,KWIL
ALGOQUANT,761270,ALGOQUANT
AARNAV,761821,AARNAV
WEL,7835,WEL
RAMCOSYS,7851,RAMCOSYS
MALLCOM,7965,MALLCOM
AWL,8110,AWL
GSEC5IETF,8342,GSEC5IETF
INDOBORAX,8614,INDOBORAX
MUKTAARTS,8687,MUKTAARTS
AGROPHOS,9046,AGROPHOS
OBCL,8797,OBCL
CHOICEIN,8866,CHOICEIN
ELECTCAST,928,ELECTCAST
PIXTRANS,9087,PIXTRANS
MEDICO,9667,MEDICO
BETA,759842,BETA
SMALL250,759814,SMALL250
PINELABS,759820,PINELABS
MOSERVICE,760001,MOSERVICE
JAYKAY,760073,JAYKAY
VIDYAWIRES,760224,VIDYAWIRES
PNGSREVA,760242,PNGSREVA
CMSINFO,7603,CMSINFO
TOP20,760415,TOP20
BUILDPRO,760594,BUILDPRO
KNAGRI,760923,KNAGRI
KRISHNADEF,761192,KRISHNADEF
TCC,761814,TCC
BCONCEPTS,7780,BCONCEPTS
KTKBANK,8054,KTKBANK
DEVIT,8146,DEVIT
DCW,817,DCW
MANYAVAR,8167,MANYAVAR
MITCON,8469,MITCON
GATEWAY,8510,GATEWAY
NLCINDIA,8585,NLCINDIA
AVROIND,8827,AVROIND
ANUP,9014,ANUP
SPLPETRO,9617,SPLPETRO
HAVELLS,9819,HAVELLS
WEWIN,9862,WEWIN
ENERGY,759780,ENERGY
TMCV,759782,TMCV
ESENSEX,759995,ESENSEX
MODINATUR,760277,MODINATUR
SEDEMAC,761153,SEDEMAC
KOTYARK,761335,KOTYARK
MONARCH,7679,MONARCH
DALMIASUG,781,DALMIASUG
BIL,7848,BIL
GRWRHITECH,7982,GRWRHITECH
BSHSL,809,BSHSL
BANKA,822,BANKA
DEEPAKFERT,827,DEEPAKFERT
ASTRON,874,ASTRON
ELDEHSG,8953,ELDEHSG
HARIOMPIPE,8968,HARIOMPIPE
VCL,9020,VCL
UFO,9039,UFO
EIHOTEL,919,EIHOTEL
SNXT50BETA,9168,SNXT50BETA
DPABHUSHAN,936,DPABHUSHAN
MSTCLTD,9356,MSTCLTD
AXISCADES,9436,AXISCADES
LICI,9480,LICI
AKSHAR,9558,AKSHAR
RELCHEMQ,9652,RELCHEMQ
AETHER,9810,AETHER
CHEVIOT,9879,CHEVIOT
ONEPOINT,9939,ONEPOINT
LICN50INAV,10098,LICN50INAV
MID150INAV,10134,MID150INAV
CONFIPET,10238,CONFIPET
ARVSMART,10457,ARVSMART
UFLEX,1053,UFLEX
PNB,10666,PNB
GABRIEL,1085,GABRIEL
MOVALUE,10825,MOVALUE
KSOLVES,11060,KSOLVES
IDFCFIRSTB,11184,IDFCFIRSTB
SHK,11212,SHK
NSIL,11239,NSIL
HDFCQUAL,11255,HDFCQUAL
DREDGECORP,11271,DREDGECORP
LUXIND,11301,LUXIND
BALAXI,11309,BALAXI
NDTV,11427,NDTV
KRIDHANINF,11480,KRIDHANINF
LT,11483,LT
CENTEXT,11511,CENTEXT
NIITLTD,11522,NIITLTD
PPLPHARMA,11571,PPLPHARMA
NARMADA,11627,NARMADA
JBMA,11655,JBMA
FMGOETZE,1190,FMGOETZE
FUSION,11932,FUSION
HTMEDIA,11979,HTMEDIA
PRAXIS,1204,PRAXIS
FCSSOFT,11999,FCSSOFT
RENUKA,12026,RENUKA
HDFCNIFIT,12101,HDFCNIFIT
AAATECH,12533,AAATECH
11NSETEST,12841,11NSETEST
ABB,13,ABB
IIFLCAPS,13072,IIFLCAPS
HARRMALAYA,1313,HARRMALAYA
TRIVENI,13081,TRIVENI
ROHLTD,13182,ROHLTD
NITCO,13300,NITCO
LOKESHMACH,13436,LOKESHMACH
BALPHARMA,13441,BALPHARMA
HEROMOTOCO,1348,HEROMOTOCO
GMRAIRPORT,13528,GMRAIRPORT
VIDHIING,13536,VIDHIING
HIMATSEIDE,1360,HIMATSEIDE
IRCTC,13611,IRCTC
HINDALCO,1363,HINDALCO
HINDCOMPOS,1372,HINDCOMPOS
JHS,13720,JHS
GLOBALVECT,13735,GLOBALVECT
HCC,1375,HCC
MANOMAY,13753,MANOMAY
BBL,13761,BBL
TORNTPOWER,13786,TORNTPOWER
LUMAXTECH,14014,LUMAXTECH
IGPL,14086,IGPL
PGIL,14260,PGIL
FSL,14304,FSL
TFL,14319,TFL
SANOFI,1442,SANOFI
HLVLTD,1448,HLVLTD
ICRA,14523,ICRA
DISHTV,14537,DISHTV
GSLSU,14599,GSLSU
IDBI,1476,IDBI
VIPCLOTHNG,14843,VIPCLOTHNG
SAHYADRI,14900,SAHYADRI
KPRMILL,14912,KPRMILL
GSEC10YEAR,14938,GSEC10YEAR
MAGNUM,14957,MAGNUM
PSUBNKBEES,15032,PSUBNKBEES
PSUBANK,15061,PSUBANK
BLAL,15067,BLAL
SILVERBETA,15085,SILVERBETA
SVLL,15121,SVLL
TARIL,15174,TARIL
DVL,15214,DVL
IRB,15313,IRB
SADHNANIQ,15343,SADHNANIQ
RKEC,1547,RKEC
EIHAHOTELS,15399,EIHAHOTELS
ANDHRAPAP,166,ANDHRAPAP
BAJAJFINSV,16675,BAJAJFINSV
RPGLIFE,16725,RPGLIFE
MKPL,16736,MKPL
ARCHIDPLY,16795,ARCHIDPLY
IKIO,16822,IKIO
DPWIRES,16900,DPWIRES
PATANJALI,17029,PATANJALI
NEXT50,17181,NEXT50
SHRIPISTON,17186,SHRIPISTON
ASPINWALL,17270,ASPINWALL
SETFGOLD,17272,SETFGOLD
EXCEL,17376,EXCEL
SENSEXADD,17613,SENSEXADD
ALOKINDS,17675,ALOKINDS
ATL,17778,ATL
GEEKAYWIRE,17922,GEEKAYWIRE
GODREJPROP,17875,GODREJPROP
UNITEDTEA,17999,UNITEDTEA
AWHCL,1797,AWHCL
DBL,18086,DBL
AEROFLEX,18268,AEROFLEX
MIDCAPBETA,18347,MIDCAPBETA
SANDUMA,18359,SANDUMA
CUPID,18520,CUPID
ZAGGLE,18608,ZAGGLE
KIRLOSIND,19025,KIRLOSIND
HEADSUP,19205,HEADSUP
MONIFTY500,19237,MONIFTY500
ARVIND,193,ARVIND
MON500INAV,19248,MON500INAV
AHLEAST,19438,AHLEAST
BAJAJCON,19531,BAJAJCON
MAXESTATES,19646,MAXESTATES
LIQUIDSBI,19705,LIQUIDSBI
MUFIN,19783,MUFIN
CELLO,19795,CELLO
ORISSAMINE,19931,ORISSAMINE
DEEPAKNTR,19943,DEEPAKNTR
AKSHARCHEM,20178,AKSHARCHEM
IREDA,20261,IREDA
RAMCOCEM,2043,RAMCOCEM
IOLCP,20413,IOLCP
DOLLAR,20560,DOLLAR
HAPPYFORGE,20854,HAPPYFORGE
JYOTICNC,21334,JYOTICNC
EBBE31INAV,10017,EBBE31INAV
MANXT5INAV,10117,MANXT5INAV
PPL,10297,PPL
RAMASTEEL,10300,RAMASTEEL
FINCABLES,1038,FINCABLES
AXISBNKETF,1044,AXISBNKETF
DYCL,10417,DYCL
RAMRAT,10485,RAMRAT
CONS,10512,CONS
HDF100INAV,10583,HDF100INAV
GUJGASLTD,10599,GUJGASLTD
MOMENTUM,10693,MOMENTUM
SYRMA,10793,SYRMA
INFOBEAN,11027,INFOBEAN
NATHBIOGEN,11065,NATHBIOGEN
VARDHACRLC,11220,VARDHACRLC
TVTODAY,11275,TVTODAY
LICNETFN50,11319,LICNETFN50
MUKANDLTD,11325,MUKANDLTD
PVTBANIETF,11386,PVTBANIETF
DATAMATICS,11423,DATAMATICS
PILANIINVS,11445,PILANIINVS
CCL,11452,CCL
APARINDS,11491,APARINDS
AMBICAAGAR,11496,AMBICAAGAR
WESTLIFE,11580,WESTLIFE
HDFCNIFTY,11591,HDFCNIFTY
WELENT,11626,WELENT
SALSTEEL,11634,SALSTEEL
PATELENG,11699,PATELENG
ALKEM,11703,ALKEM
NH,11840,NH
GEOJITFSL,11896,GEOJITFSL
KANSAINER,1196,KANSAINER
NECLIFE,11927,NECLIFE
HDFCPVTBAN,12108,HDFCPVTBAN
CASTROLIND,1250,CASTROLIND
GUJALKALI,1267,GUJALKALI
UNIPARTS,13057,UNIPARTS
360ONE,13061,360ONE
AIAENG,13086,AIAENG
QUICKHEAL,13116,QUICKHEAL
GSEC10IETF,13143,GSEC10IETF
M&MFIN,13285,M&MFIN
KFINTECH,13359,KFINTECH
RSYSTEMS,13414,RSYSTEMS
JKLAKSHMI,13491,JKLAKSHMI
ALLCARGO,13501,ALLCARGO
AKASH,13510,AKASH
RADIANTCMS,13580,RADIANTCMS
ACE,13587,ACE
JMFINANCIL,13637,JMFINANCIL
INFOMEDIA,13693,INFOMEDIA
SHYAMTEL,13740,SHYAMTEL
FLUOROCHEM,13750,FLUOROCHEM
SHIVAMAUTO,13756,SHIVAMAUTO
GREENPANEL,13810,GREENPANEL
TANLA,13976,TANLA
JASH,13982,JASH
HINDOILEXP,1403,HINDOILEXP
NETWORK18,14111,NETWORK18
SIYSIL,14096,SIYSIL
BTML,14150,BTML
TIMKEN,14198,TIMKEN
HUBTOWN,14203,HUBTOWN
BALAMINES,14501,BALAMINES
INSECTICID,14657,INSECTICID
DLF,14732,DLF
REPL,1480,REPL
061NSETEST,14762,061NSETEST
071NSETEST,14764,071NSETEST
RBA,1494,RBA
CSBBANK,14966,CSBBANK
POWERGRID,14977,POWERGRID
BAJAJELEC,15034,BAJAJELEC
RGL,15129,RGL
ECLERX,15179,ECLERX
MANAKSIA,15199,MANAKSIA
ARIES,15204,ARIES
PPAP,15209,PPAP
AMBIKCO,15234,AMBIKCO
CORDSCABLE,15271,CORDSCABLE
MANKIND,15380,MANKIND
ATAM,15404,ATAM
LATTEYS,15840,LATTEYS
PRINCEPIPE,16045,PRINCEPIPE
FAIRCHEMOR,1614,FAIRCHEMOR
IOC,1624,IOC
VAISHALI,16589,VAISHALI
GHCLTEXTIL,16696,GHCLTEXTIL
GOKUL,16705,GOKUL
UBL,16713,UBL
HGINFRA,1672,HGINFRA
SHARIABEES,17044,SHARIABEES
PARAGMILK,17130,PARAGMILK
CYIENTDLM,17187,CYIENTDLM
PAKKA,17197,PAKKA
ALBERTDAVD,17256,ALBERTDAVD
BLS,17279,BLS
OIL,17438,OIL
NV20IETF,17475,NV20IETF
MGL,17534,MGL
MIDSELIETF,17702,MIDSELIETF
QUESS,17704,QUESS
SARDAEN,17758,SARDAEN
SOMICONVEY,17794,SOMICONVEY
HINDCOPPER,17939,HINDCOPPER
ABBOTINDIA,17903,ABBOTINDIA
BEARDSELL,17933,BEARDSELL
KAJARIACER,1808,KAJARIACER
ARENTERP,181,ARENTERP
MANINFRA,18226,MANINFRA
HNGSNGBEES,18284,HNGSNGBEES
KCP,1841,KCP
RBLBANK,18391,RBLBANK
JLHL,18553,JLHL
KIRLOSBROS,18581,KIRLOSBROS
MARATHON,18659,MARATHON
YATRA,18760,YATRA
PNBHOUSING,18908,PNBHOUSING
CUMMINSIND,1901,CUMMINSIND
NBIFIN,19111,NBIFIN
HMVL,19211,HMVL
SENSEXETF,19224,SENSEXETF
TRENT,1964,TRENT
GOLDIETF,19679,GOLDIETF
LMW,1979,LMW
LIBERTSHOE,1994,LIBERTSHOE
ESILVER,20257,ESILVER
GANDHAR,20303,GANDHAR
M&M,2031,M&M
GRAVITA,20534,GRAVITA
BAJEL,20531,BAJEL
VTL,2073,VTL
RPPINFRA,20760,RPPINFRA
MOIL,20830,MOIL
AZAD,20905,AZAD
STARCEMENT,21091,STARCEMENT
PALASHSECU,21383,PALASHSECU
DSPQ50INAV,10005,DSPQ50INAV
GODREJCP,10099,GODREJCP
ORICONENT,10159,ORICONENT
SYNGENE,10243,SYNGENE
AARON,1030,AARON
NGLFINE,10277,NGLFINE
MARKSANS,10579,MARKSANS
HDFC50INAV,10584,HDFC50INAV
MOM30IETF,10585,MOM30IETF
MNC,10676,MNC
INFRAIETF,10723,INFRAIETF
CANBK,10794,CANBK
GVPTECH,10865,GVPTECH
RADAAN,10932,RADAAN
JUNIORBEES,10939,JUNIORBEES
DCMNVL,11039,DCMNVL
AGRITECH,11072,AGRITECH
AXISILVER,11193,AXISILVER
DHANBANK,11359,DHANBANK
SUVEN,11233,SUVEN
MAHABANK,11377,MAHABANK
XPROINDIA,11407,XPROINDIA
RKFORGE,11411,RKFORGE
CYBERMEDIA,11842,CYBERMEDIA
63MOONS,11868,63MOONS
DCXINDIA,11895,DCXINDIA
MCLEODRUSS,11943,MCLEODRUSS
MEDANTA,11956,MEDANTA
SEMAC,11961,SEMAC
BIKAJI,11966,BIKAJI
AEROENTER,12015,AEROENTER
BASML,12034,BASML
BBTCL,12153,BBTCL
GRASIM,1232,GRASIM
FINIETF,12578,FINIETF
PRECAM,12603,PRECAM
AMBUJACEM,1270,AMBUJACEM
KRISHANA,12847,KRISHANA
SARVESHWAR,12913,SARVESHWAR
EKC,13091,EKC
KERNEX,13121,KERNEX
EBBETF0433,13139,EBBETF0433
JAGRAN,13211,JAGRAN
SULA,13218,SULA
MARINE,1328,MARINE
KEC,13260,KEC
SDBL,1338,SDBL
KKCL,13381,KKCL
SUNTV,13404,SUNTV
EMKAY,13421,EMKAY
PFOCUS,13496,PFOCUS
HGM,13592,HGM
ELECON,13643,ELECON
TALBROAUTO,13648,TALBROAUTO
FIEMIND,13710,FIEMIND
SUTLEJTEX,13801,SUTLEJTEX
PRAENG,13941,PRAENG
AVTNPL,14008,AVTNPL
AGI,1412,AGI
GOLDETF,14286,GOLDETF
POCL,14385,POCL
PAGEIND,14413,PAGEIND
ASTRAL,14418,ASTRAL
GOKULAGRO,14480,GOKULAGRO
WEBELSOLAR,14602,WEBELSOLAR
AXSENSEX,14742,AXSENSEX
011NSETEST,14747,011NSETEST
021NSETEST,14751,021NSETEST
V2RETAIL,14766,V2RETAIL
121NSETEST,14777,121NSETEST
131NSETEST,14778,131NSETEST
IFBAGRO,1482,IFBAGRO
ADSL,14813,ADSL
ALPA,14848,ALPA
AKI,14890,AKI
CIEINDIA,14937,CIEINDIA
CCCL,14992,CCCL
KAUSHALYA,15136,KAUSHALYA
COLPAL,15141,COLPAL
LICNFNHGP,15229,LICNFNHGP
QGOLDHALF,15330,QGOLDHALF
GSS,15347,GSS
NAHARCAP,15360,NAHARCAP
ATALREAL,15649,ATALREAL
AURIGROW,1607,AURIGROW
TATAINVEST,1621,TATAINVEST
MMP,16395,MMP
SILVERAG,16777,SILVERAG
TOUCHWOOD,16908,TOUCHWOOD
ZFCVINDIA,16915,ZFCVINDIA
GATECHDVR,17,GATECHDVR
AJMERA,17307,AJMERA
LLOYDSME,17313,LLOYDSME
SALONA,17351,SALONA
VINATIORGA,17364,VINATIORGA
CONTROLPR,17477,CONTROLPR
RTNPOWER,17520,RTNPOWER
ASALCBR,17598,ASALCBR
BAFNAPH,17742,BAFNAPH
GILLANDERS,17839,GILLANDERS
MMTC,17957,MMTC
SBICARD,17971,SBICARD
KAKATCEM,1811,KAKATCEM
SRGHFL,18119,SRGHFL
HATHWAY,18154,HATHWAY
IVZINGOLD,18292,IVZINGOLD
RISHABH,18417,RISHABH
MITTAL,18562,MITTAL
LTTS,18564,LTTS
CARYSIL,1879,CARYSIL
SIGNATURE,18743,SIGNATURE
SJVN,18883,SJVN
SUNDARAM,18931,SUNDARAM
STYRENIX,19,STYRENIX
PODDARMENT,19036,PODDARMENT
AARVI,19073,AARVI
ITBEES,19084,ITBEES
TI,19196,TI
BLISSGVS,19265,BLISSGVS
ITDC,19299,ITDC
KREBSBIO,1937,KREBSBIO
ROSSARI,19410,ROSSARI
PLAZACABLE,19458,PLAZACABLE
SECMARK,19496,SECMARK
IITL,19525,IITL
AMNPLST,19867,AMNPLST
LGHL,19876,LGHL
ASKAUTOLTD,20152,ASKAUTOLTD
ASHOKA,20182,ASHOKA
PRESTIGE,20302,PRESTIGE
NRAIL,20314,NRAIL
PRUDMOULI,20527,PRUDMOULI
SURAJEST,20822,SURAJEST
SURANASOL,21077,SURANASOL
GTPL,21195,GTPL
STEELXIND,21339,STEELXIND
TATAGOLD,21401,TATAGOLD
ARE&M,100,ARE&M
EBBE32INAV,10019,EBBE32INAV
FACT,1008,FACT
MONQ50INAV,10128,MONQ50INAV
SETF50INAV,10161,SETF50INAV
KAYA,10276,KAYA
PKTEA,10321,PKTEA
FINPIPE,1041,FINPIPE
DGCONTENT,10346,DGCONTENT
JISLJALEQS,10397,JISLJALEQS
UNITDSPR,10447,UNITDSPR
SATIN,10453,SATIN
RAMAPHO,10568,RAMAPHO
BHARTIARTL,10604,BHARTIARTL
HDFCNEXT50,10619,HDFCNEXT50
ASAL,10634,ASAL
NIFTYQLITY,10690,NIFTYQLITY
ZENSARTECH,1076,ZENSARTECH
OFSS,10738,OFSS
DBOL,10893,DBOL
GARFIBRES,1100,GARFIBRES
SATIA,11045,SATIA
SECURKLOUD,11058,SECURKLOUD
LIBAS,11082,LIBAS
UCOBANK,11223,UCOBANK
BAGFILMS,11226,BAGFILMS
AFFLE,11343,AFFLE
VAIBHAVGBL,11364,VAIBHAVGBL
TTKHLTCARE,11369,TTKHLTCARE
GICHSGFIN,1139,GICHSGFIN
ZOTA,11394,ZOTA
GINNIFILA,1142,GINNIFILA
SPANDANA,11435,SPANDANA
GLAXO,1153,GLAXO
TEXINFRA,11549,TEXINFRA
LINCOLN,11596,LINCOLN
NEWGEN,1164,NEWGEN
SUPRAJIT,11689,SUPRAJIT
SUKHJITS,11804,SUKHJITS
SURYALAXMI,11852,SURYALAXMI
SHAHALLOYS,11856,SHAHALLOYS
SWELECTES,11909,SWELECTES
SASKEN,11983,SASKEN
AURIONPRO,12022,AURIONPRO
FIVESTAR,12032,FIVESTAR
KAYNES,12092,KAYNES
ZIMLAB,12384,ZIMLAB
SWSOLAR,12489,SWSOLAR
N1NSETEST,12848,N1NSETEST
V1NSETEST,12863,V1NSETEST
NPBET,12978,NPBET
ORIENTCER,13111,ORIENTCER
HEG,1336,HEG
MALUPAPER,13352,MALUPAPER
KELLTONTEC,13430,KELLTONTEC
KAMDHENU,13457,KAMDHENU
ANDHRSUGAR,136,ANDHRSUGAR
MANUGRAPH,13572,MANUGRAPH
SKYGOLD,13631,SKYGOLD
NAUKRI,13751,NAUKRI
VGL,13771,VGL
GESHIP,13776,GESHIP
SBGLP,14139,SBGLP
NSLNISP,14180,NSLNISP
HDFCBSE500,14230,HDFCBSE500
HDFCSML250,14233,HDFCSML250
ORIENTBELL,14278,ORIENTBELL
ORIENTALTL,14346,ORIENTALTL
AROGRANITE,14557,AROGRANITE
NAVINFLUOR,14672,NAVINFLUOR
ADVANIHOTR,14745,ADVANIHOTR
051NSETEST,14758,051NSETEST
CENTRALBK,14894,CENTRALBK
NAGREEKCAP,14942,NAGREEKCAP
CENTUM,14982,CENTUM
CERA,15039,CERA
DELTACORP,15044,DELTACORP
BVCL,15073,BVCL
RHL,15157,RHL
KNRCON,15283,KNRCON
INDIANHUME,1530,INDIANHUME
